,Pre Context,Post Context,Current Utterance,No,csi_annotations_final
139,,Ross Geller: Yeah. He could row like a viking.,Rachel Green: Remember when we went to Central Park and rented boats?.. That was fun.,15,"[('Central Park', 'E', '2', 'T'), ('rented boats', 'S', '2', 'T')]"
140,Rachel Green: Remember when we went to Central Park and rented boats?.. That was fun.,Monica Geller: Hi.,Ross Geller: Yeah. He could row like a viking.,15,"[('row like a viking', 'S', '3', 'I')]"
141,Ross Geller: Yeah. He could row like a viking.,#ALL#: Mmm.,Monica Geller: Hi.,15,[]
142,Monica Geller: Hi.,Ross Geller: So how'd it go?,#ALL#: Mmm.,15,[]
143,#ALL#: Mmm.,"Monica Geller: Oh, y'know..",Ross Geller: So how'd it go?,15,[]
144,Ross Geller: So how'd it go?,Phoebe Buffay: Did he mention us?,"Monica Geller: Oh, y'know..",15,[]
145,"Monica Geller: Oh, y'know..",Monica Geller: He said he's really gonna miss you guys.,Phoebe Buffay: Did he mention us?,15,[]
146,Phoebe Buffay: Did he mention us?,"Ross Geller: You had a rough day, huh.. c'mere.",Monica Geller: He said he's really gonna miss you guys.,15,[]
147,Monica Geller: He said he's really gonna miss you guys.,Chandler Bing: ...That's it. I'm getting cigarettes.,"Ross Geller: You had a rough day, huh.. c'mere.",15,"[(""c'mere"", 'G', '2', 'I')]"
148,"Ross Geller: You had a rough day, huh.. c'mere.",#ALL#: No no no!,Chandler Bing: ...That's it. I'm getting cigarettes.,15,"[('cigarettes', 'M', '2', 'T')]"
149,Chandler Bing: ...That's it. I'm getting cigarettes.,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",#ALL#: No no no!,15,[]
150,#ALL#: No no no!,Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",15,"[('smoke', 'G', '2', 'I')]"
151,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!","Chandler Bing: Yeah, alright.",Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,15,[]
152,Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,,"Chandler Bing: Yeah, alright.",15,[]
153,,"Phoebe Buffay: Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",Monica Geller: Alright. Phoebe?,16,[]
154,Monica Geller: Alright. Phoebe?,"Ross Geller: Yeah, see.. you took mine. Chandler, what about you?","Phoebe Buffay: Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",16,"[('rain-forest', 'E', '2', 'T'), ('bigger boobs', 'T', '2', 'I')]"
155,"Phoebe Buffay: Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!","Chandler Bing: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.","Ross Geller: Yeah, see.. you took mine. Chandler, what about you?",16,[]
156,"Ross Geller: Yeah, see.. you took mine. Chandler, what about you?","Rachel Green: See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""","Chandler Bing: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",16,"[('omnipotent', 'I', '3', 'I')]"
157,"Chandler Bing: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.","#ALL#: Hey Joey. Hi. Hey, buddy.","Rachel Green: See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""",16,[]
158,"Rachel Green: See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""","Monica Geller: Hey, Joey, what would you do if you were omnipotent?","#ALL#: Hey Joey. Hi. Hey, buddy.",16,[]
159,"#ALL#: Hey Joey. Hi. Hey, buddy.",Joey Tribbiani: Probably kill myself!,"Monica Geller: Hey, Joey, what would you do if you were omnipotent?",16,[]
160,"Monica Geller: Hey, Joey, what would you do if you were omnipotent?",Monica Geller: ..Excuse me?,Joey Tribbiani: Probably kill myself!,16,"[('Probably kill myself!', 'F', '3', 'I'), ('Probably kill myself!', 'O', '3', 'I'), ('Probably kill myself!', 'T', '3', 'I')]"
161,Joey Tribbiani: Probably kill myself!,"Joey Tribbiani: Hey, if Little Joey's dead, then I got no reason to live!",Monica Geller: ..Excuse me?,16,[]
162,Monica Geller: ..Excuse me?,"Ross Geller: Joey, uh- OMnipotent.","Joey Tribbiani: Hey, if Little Joey's dead, then I got no reason to live!",16,[]
163,"Joey Tribbiani: Hey, if Little Joey's dead, then I got no reason to live!","Joey Tribbiani: You are? Ross, I'm sorry..","Ross Geller: Joey, uh- OMnipotent.",16,[]
164,"Ross Geller: Joey, uh- OMnipotent.",,"Joey Tribbiani: You are? Ross, I'm sorry..",16,[]
165,,Joey Tribbiani: Leetch spots Messier in the crease- there's the pass!,Chandler Bing: ...Poulet passes it up to Leetch!,17,"[('Poulet', 'M', '3', 'I'), ('Leetch', 'I', '3', 'I')]"
166,Chandler Bing: ...Poulet passes it up to Leetch!,Chandler Bing: We'll take a brief time out while Messier stops to look at some women's shoes.,Joey Tribbiani: Leetch spots Messier in the crease- there's the pass!,17,"[('Leetch', 'I', '3', 'I'), ('Messier', 'I', '3', 'I')]"
167,Joey Tribbiani: Leetch spots Messier in the crease- there's the pass!,"Ross Geller: Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.",Chandler Bing: We'll take a brief time out while Messier stops to look at some women's shoes.,17,[]
168,Chandler Bing: We'll take a brief time out while Messier stops to look at some women's shoes.,TRANSCRIPT_NOTE: (They walk on. Chandler and Joey start to talk but Ross stops and whines.),"Ross Geller: Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.",17,[]
169,"Ross Geller: Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.",Joey Tribbiani: What?,TRANSCRIPT_NOTE: (They walk on. Chandler and Joey start to talk but Ross stops and whines.),17,[]
170,TRANSCRIPT_NOTE: (They walk on. Chandler and Joey start to talk but Ross stops and whines.),Ross Geller: Peach pit.,Joey Tribbiani: What?,17,[]
171,Joey Tribbiani: What?,"Chandler Bing: Yes, Bunny?",Ross Geller: Peach pit.,17,[]
172,Ross Geller: Peach pit.,"Ross Geller: Peach pit. That night we, uh- we had-","Chandler Bing: Yes, Bunny?",17,[]
173,"Chandler Bing: Yes, Bunny?",Joey Tribbiani: -Peaches?,"Ross Geller: Peach pit. That night we, uh- we had-",17,[]
174,"Ross Geller: Peach pit. That night we, uh- we had-","Ross Geller: Actually, nectarines, but basically...",Joey Tribbiani: -Peaches?,17,[]
175,Joey Tribbiani: -Peaches?,Chandler Bing: Could've been a peach.,"Ross Geller: Actually, nectarines, but basically...",17,"[('nectarines', 'E', '2', 'T')]"
176,"Ross Geller: Actually, nectarines, but basically...","Ross Geller: Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.",Chandler Bing: Could've been a peach.,17,[]
177,Chandler Bing: Could've been a peach.,"Joey Tribbiani: Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff.","Ross Geller: Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.",17,[]
178,"Ross Geller: Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.",,"Joey Tribbiani: Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff.",17,"[(""ass"", 'O', '3', 'I')]"
179,,"Kiki: Well, the biggest news is still you dumping Barry at the altar!","Rachel Green: So c'mon, you guys, tell me all the dirt!",18,[]
180,"Rachel Green: So c'mon, you guys, tell me all the dirt!",Joanne: Alright. Let's talk reality for a second.,"Kiki: Well, the biggest news is still you dumping Barry at the altar!",18,"[('dumping Barry at the altar', 'S', '2', 'I')]"
181,"Kiki: Well, the biggest news is still you dumping Barry at the altar!",Rachel Green: Okay.,Joanne: Alright. Let's talk reality for a second.,18,[]
182,Joanne: Alright. Let's talk reality for a second.,Joanne: When are you coming home?,Rachel Green: Okay.,18,[]
183,Rachel Green: Okay.,"Rachel Green: What? Guys, I'm not.",Joanne: When are you coming home?,18,[]
184,Joanne: When are you coming home?,"Joanne: C'mon, this is us.","Rachel Green: What? Guys, I'm not.",18,[]
185,"Rachel Green: What? Guys, I'm not.",Rachel Green: I'm not! This is what I'm doing now. I've got this job-,"Joanne: C'mon, this is us.",18,[]
186,"Joanne: C'mon, this is us.",Kiki: Waitressing?,Rachel Green: I'm not! This is what I'm doing now. I've got this job-,18,[]
187,Rachel Green: I'm not! This is what I'm doing now. I've got this job-,"Rachel Green: Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Kiki: Waitressing?,18,[]
188,Kiki: Waitressing?,Leslie: Well. Your mom didn't tell us about the blobbies.,"Rachel Green: Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",18,"[('specials board', 'M', '3', 'T'), ('dead flowers', 'M', '2', 'T'), ('little chocolate blobbies', 'M', '3', 'T')]"
189,"Rachel Green: Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",,Leslie: Well. Your mom didn't tell us about the blobbies.,18,[]
190,,Rachel Green: What's that?,"Monica Geller: Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?",19,"[('Tiki Death Punch', 'M', '3', 'T')]"
191,"Monica Geller: Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?","Monica Geller: Weeeell, it's rum, and-",Rachel Green: What's that?,19,[]
192,Rachel Green: What's that?,Rachel Green: Okay.,"Monica Geller: Weeeell, it's rum, and-",19,"[('rum', 'M', '2', 'T')]"
193,"Monica Geller: Weeeell, it's rum, and-","Monica Geller: We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...",Rachel Green: Okay.,19,[]
194,Rachel Green: Okay.,"Phoebe Buffay: Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!","Monica Geller: We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...",19,"[('trashy magazines', 'M', '2', 'T'), ('cookie dough', 'M', '2', 'T'), ('Twister', 'M', '2', 'T'), ('slumber party', 'S', '2', 'F')]"
195,"Monica Geller: We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...","Monica Geller: Uh, Rach, it's the Visa card people.","Phoebe Buffay: Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",19,"[('Operation', 'M', '2', 'I')]"
196,"Phoebe Buffay: Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!","Rachel Green: Oh, God, ask them what they want.","Monica Geller: Uh, Rach, it's the Visa card people.",19,"[('Visa card', 'M', '2', 'T'), ('Visa card', 'I', '2', 'I')]"
197,"Monica Geller: Uh, Rach, it's the Visa card people.","Monica Geller: Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.","Rachel Green: Oh, God, ask them what they want.",19,[]
198,"Rachel Green: Oh, God, ask them what they want.",Rachel Green: But I haven't used my card in weeks!,"Monica Geller: Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.",19,[]
199,"Monica Geller: Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.","Monica Geller: That is the unusual activity. Look, they just wanna see if you're okay.",Rachel Green: But I haven't used my card in weeks!,19,[]
200,Rachel Green: But I haven't used my card in weeks!,"Rachel Green: They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?","Monica Geller: That is the unusual activity. Look, they just wanna see if you're okay.",19,[]
201,"Monica Geller: That is the unusual activity. Look, they just wanna see if you're okay.","Monica Geller: Uh- Rachel has left the building, can you call back?","Rachel Green: They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?",19,"[('FICA', 'I', '3', 'I')]"
202,"Rachel Green: They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?","Rachel Green: Alright, c'mon! Let's play Twister!","Monica Geller: Uh- Rachel has left the building, can you call back?",19,[]
