,Pre Context,Post Context,Current Utterance,No,csi items,categories,foreignness,level,corresponding_values,corresponding_values_filtered,csi_items_all,csi_items_fil
88,Phoebe Buffay: Okay!,Monica Geller: Mm-hmm.,Ross Geller: Monica. Whaddya think?,9,['Whaddya think?'],['F'],['1'],['I'],"[('Whaddya think?', 'F', '1', 'I')]",[],1,0
89,Ross Geller: Monica. Whaddya think?,Ross Geller: Wh- are you welling up?,Monica Geller: Mm-hmm.,9,['Mm-hmm'],['G'],['1'],['I'],"[('Mm-hmm', 'G', '1', 'I')]",[],1,0
90,Monica Geller: Mm-hmm.,Monica Geller: No.,Ross Geller: Wh- are you welling up?,9,['wh- are you welling up'],['G'],['3'],['I'],"[('wh- are you welling up', 'G', '3', 'I')]","[('wh- are you welling up', 'G', '2', 'I')]",1,1
91,Ross Geller: Wh- are you welling up?,"Ross Geller: You are, you're welling up.",Monica Geller: No.,9,[],[],[],[],[],[],0,0
92,Monica Geller: No.,Monica Geller: Am not!,"Ross Geller: You are, you're welling up.",9,['welling up'],['G'],['2'],['I'],"[('welling up', 'G', '2', 'I')]","[('welling up', 'G', '2', 'I')]",1,1
93,"Ross Geller: You are, you're welling up.",Ross Geller: You're gonna be an aunt.,Monica Geller: Am not!,9,[],[],[],[],[],[],0,0
94,Monica Geller: Am not!,Monica Geller: Oh shut up!,Ross Geller: You're gonna be an aunt.,9,['aunt'],['S'],['1'],['F'],"[('aunt', 'S', '1', 'F')]",[],1,0
95,Ross Geller: You're gonna be an aunt.,"Rachel Green: Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now.",Monica Geller: Oh shut up!,9,['Oh shut up!'],['G'],['1'],['I'],"[('Oh shut up!', 'G', '1', 'I')]",[],1,0
96,Monica Geller: Oh shut up!,,"Rachel Green: Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now.",9,"[""y'know""]",['F'],['2'],['I'],"[(""y'know"", 'F', '2', 'I')]",[],1,1
97,,Ross Geller: Well..,Monica Geller: Hi.. how was the game?,10,['game'],['S'],['1'],['I'],"[('game', 'S', '1', 'I')]",[],1,0
98,Monica Geller: Hi.. how was the game?,#ALL#: WE WON!! Thank you! Yes!,Ross Geller: Well..,10,"['paleontology', 'head of my division']","['I', 'I']","['2', '2']","['T', 'F']","[('paleontology', 'I', '2', 'T'), ('head of my division', 'I', '2', 'F')]","[('paleontology', 'I', '2', 'T')]",2,2
99,Ross Geller: Well..,Monica Geller: Fantastic! I have one question: How is that possible?,#ALL#: WE WON!! Thank you! Yes!,10,[],[],[],[],[],[],0,0
100,#ALL#: WE WON!! Thank you! Yes!,Joey Tribbiani: Alan.,Monica Geller: Fantastic! I have one question: How is that possible?,10,[],[],[],[],[],[],0,0
101,Monica Geller: Fantastic! I have one question: How is that possible?,"Ross Geller: He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Joey Tribbiani: Alan.,10,['Alan'],['F'],['2'],['I'],"[('Alan', 'F', '2', 'I')]",[],1,1
102,Joey Tribbiani: Alan.,"Rachel Green: I mean, it-it was like, it was like he made us into a team.","Ross Geller: He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",10,['that-that-that'],['F'],['2'],['I'],"[('that-that-that', 'F', '2', 'I')]",[],1,1
103,"Ross Geller: He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...","Chandler Bing: Yep, we sure showed those Hassidic jewellers a thing or two about softball..","Rachel Green: I mean, it-it was like, it was like he made us into a team.",10,['it-it'],['F'],['2'],['I'],"[('it-it', 'F', '2', 'I')]",[],1,1
104,"Rachel Green: I mean, it-it was like, it was like he made us into a team.",Monica Geller: Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,"Chandler Bing: Yep, we sure showed those Hassidic jewellers a thing or two about softball..",10,['Hassidic jewellers'],['S'],['3'],['F'],"[('Hassidic jewellers', 'S', '3', 'F')]","[('Hassidic jewellers', 'S', '3', 'F')]",1,1
105,"Chandler Bing: Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Ross Geller: What?,Monica Geller: Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,10,['full of hot air'],['F'],['2'],['I'],"[('full of hot air', 'F', '2', 'I')]",[],1,1
106,Monica Geller: Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,"Monica Geller: ..I dunno, a little too Alan?",Ross Geller: What?,10,[],[],[],[],[],[],0,0
107,Ross Geller: What?,"Rachel Green: Well, no. That's impossible. You can never be too Alan.","Monica Geller: ..I dunno, a little too Alan?",10,[],[],[],[],[],[],0,0
108,"Monica Geller: ..I dunno, a little too Alan?","Ross Geller: Yeah, it's his, uh, innate Alan-ness that-that-that we adore.","Rachel Green: Well, no. That's impossible. You can never be too Alan.",10,['Alan'],['I'],['3'],['I'],"[('Alan', 'I', '3', 'I')]",[],1,1
109,"Rachel Green: Well, no. That's impossible. You can never be too Alan.",Chandler Bing: I personally could have a gallon of Alan.,"Ross Geller: Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",10,['innate Alan-ness'],['F'],['3'],['I'],"[('innate Alan-ness', 'F', '3', 'I')]","[('innate Alan-ness', 'F', '3', 'I')]",1,1
110,"Ross Geller: Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",,Chandler Bing: I personally could have a gallon of Alan.,10,['gallon of'],['F'],['2'],['I'],"[('gallon of', 'F', '2', 'I')]","[('gallon of', 'F', '2', 'I')]",1,1
111,,"Phoebe Buffay: No, I'm fine.",Lizzy: Keep the change. Sure you don't wanna pretzel?,11,[],[],[],[],[],[],0,0
112,Lizzy: Keep the change. Sure you don't wanna pretzel?,Lizzy: See ya.,"Phoebe Buffay: No, I'm fine.",11,[],[],[],[],[],[],0,0
113,"Phoebe Buffay: No, I'm fine.",TRANSCRIPT_NOTE: (Phoebe opens the can and reacts.),Lizzy: See ya.,11,['See ya'],['G'],['2'],['I'],"[('See ya', 'G', '2', 'I')]","[('See ya', 'G', '2', 'I')]",1,1
114,Lizzy: See ya.,Phoebe Buffay: Huh!,TRANSCRIPT_NOTE: (Phoebe opens the can and reacts.),11,['can'],['M'],['1'],['T'],"[('can', 'M', '1', 'T')]",[],1,0
115,TRANSCRIPT_NOTE: (Phoebe opens the can and reacts.),,Phoebe Buffay: Huh!,11,[],[],[],[],[],[],0,0
116,,Paula: No.,Monica Geller: Did you ever go out with a guy your friends all really like?,12,"['go out with a guy', 'friends']","['S', 'S']","['2', '1']","['I', 'I']","[('go out with a guy', 'S', '2', 'I'), ('friends', 'S', '1', 'I')]","[('go out with a guy', 'S', '2', 'I')]",2,1
117,Monica Geller: Did you ever go out with a guy your friends all really like?,"Monica Geller: Okay.. Well, I'm going out with a guy my friends all really like.",Paula: No.,12,[],[],[],[],[],[],0,0
118,Paula: No.,"Paula: Waitwait.. we talking about the coyotes here? All right, a cow got through!","Monica Geller: Okay.. Well, I'm going out with a guy my friends all really like.",12,['going out with a guy'],['S'],['1'],['I'],"[('going out with a guy', 'S', '1', 'I')]",[],1,0
119,"Monica Geller: Okay.. Well, I'm going out with a guy my friends all really like.","Monica Geller: Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.","Paula: Waitwait.. we talking about the coyotes here? All right, a cow got through!",12,"['coyotes', 'cow']","['E', 'E']","['3', '1']","['T', 'T']","[('coyotes', 'E', '3', 'T'), ('cow', 'E', '1', 'T')]","[('coyotes', 'E', '3', 'T')]",2,1
120,"Paula: Waitwait.. we talking about the coyotes here? All right, a cow got through!","Paula: Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!","Monica Geller: Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",12,"[""y'know"", 'feel the thing']","['F', 'F']","['1', '3']","['I', 'I']","[(""y'know"", 'F', '1', 'I'), ('feel the thing', 'F', '3', 'I')]","[('feel the thing', 'F', '3', 'I')]",2,1
121,"Monica Geller: Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",Monica Geller: I know.. it's gonna be really hard.,"Paula: Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!",12,['honey'],['F'],['1'],['I'],"[('honey', 'F', '1', 'I')]",[],1,0
122,"Paula: Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!","Paula: Well, he's a big boy, he'll get over it.",Monica Geller: I know.. it's gonna be really hard.,12,[],[],[],[],[],[],0,0
123,Monica Geller: I know.. it's gonna be really hard.,"Monica Geller: No, he'll be fine. It's the other five I'm worried about.","Paula: Well, he's a big boy, he'll get over it.",12,[],[],[],[],[],[],0,0
124,"Paula: Well, he's a big boy, he'll get over it.",,"Monica Geller: No, he'll be fine. It's the other five I'm worried about.",12,[],[],[],[],[],[],0,0
125,,Ross Geller: Don't you realise what you're-you're doing to yourself?,Joey Tribbiani: Do you have any respect for your body?,13,['any respect for your body'],['O'],['2'],['I'],"[('any respect for your body', 'O', '2', 'I')]","[('any respect for your body', 'O', '2', 'I')]",1,1
126,Joey Tribbiani: Do you have any respect for your body?,"Chandler Bing: Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",Ross Geller: Don't you realise what you're-you're doing to yourself?,13,[],[],[],[],[],[],0,0
127,Ross Geller: Don't you realise what you're-you're doing to yourself?,"Rachel Green: Chandler? It's Alan, he wants to speak to you.","Chandler Bing: Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",13,"[""y'know"", 'cancer', 'emphysema', 'heart disease']","['F', 'O', 'O', 'O']","['2', '2', '2', '2']","['I', 'I', 'I', 'I']","[(""y'know"", 'F', '2', 'I'), ('cancer', 'O', '2', 'I'), ('emphysema', 'O', '2', 'I'), ('heart disease', 'O', '2', 'I')]",[],4,4
128,"Chandler Bing: Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.","Chandler Bing: Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!","Rachel Green: Chandler? It's Alan, he wants to speak to you.",13,[],[],[],[],[],[],0,0
129,"Rachel Green: Chandler? It's Alan, he wants to speak to you.","Rachel Green: God, he's good.","Chandler Bing: Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!",13,['buddy'],['F'],['2'],['I'],"[('buddy', 'F', '2', 'I')]",[],1,1
130,"Chandler Bing: Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!",Ross Geller: If only he were a woman.,"Rachel Green: God, he's good.",13,"['God', 'God']","['F', 'T']","['2', '2']","['I', 'I']","[('God', 'F', '2', 'I'), ('God', 'T', '2', 'I')]",[],2,2
131,"Rachel Green: God, he's good.",Rachel Green: Yeah.,Ross Geller: If only he were a woman.,13,[],[],[],[],[],[],0,0
132,Ross Geller: If only he were a woman.,TRANSCRIPT_NOTE: (They give each other a dubious look.),Rachel Green: Yeah.,13,[],[],[],[],[],[],0,0
133,Rachel Green: Yeah.,,TRANSCRIPT_NOTE: (They give each other a dubious look.),13,['dubious look'],['G'],['2'],['I'],"[('dubious look', 'G', '2', 'I')]","[('dubious look', 'G', '2', 'I')]",1,1
134,,"Monica Geller: I'm, I'm really sorry.",Alan: Wow.,14,[],[],[],[],[],[],0,0
135,Alan: Wow.,"Alan: Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.","Monica Geller: I'm, I'm really sorry.",14,"[""I'm really sorry""]",['G'],['1'],['I'],"[(""I'm really sorry"", 'G', '1', 'I')]",[],1,0
136,"Monica Geller: I'm, I'm really sorry.",Monica Geller: Relieved?,"Alan: Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",14,[],[],[],[],[],[],0,0
137,"Alan: Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.","Alan: Yeah, well, I had a great time with you.. I just can't stand your friends.",Monica Geller: Relieved?,14,[],[],[],[],[],[],0,0
138,Monica Geller: Relieved?,,"Alan: Yeah, well, I had a great time with you.. I just can't stand your friends.",14,"['hang out', ""can't stand""]","['S', 'O']","['2', '2']","['I', 'I']","[('hang out', 'S', '2', 'I'), (""can't stand"", 'O', '2', 'I')]","[('hang out', 'S', '2', 'I'), (""can't stand"", 'O', '2', 'I')]",2,2
139,,Ross Geller: Yeah. He could row like a viking.,Rachel Green: Remember when we went to Central Park and rented boats?.. That was fun.,15,"['Central Park', 'rented boats']","['E', 'S']","['2', '2']","['T', 'T']","[('Central Park', 'E', '2', 'T'), ('rented boats', 'S', '2', 'T')]","[('Central Park', 'E', '2', 'T'), ('rented boats', 'S', '2', 'T')]",2,2
140,Rachel Green: Remember when we went to Central Park and rented boats?.. That was fun.,Monica Geller: Hi.,Ross Geller: Yeah. He could row like a viking.,15,['row like a viking'],['S'],['3'],['I'],"[('row like a viking', 'S', '3', 'I')]","[('row like a viking', 'S', '3', 'I')]",1,1
141,Ross Geller: Yeah. He could row like a viking.,#ALL#: Mmm.,Monica Geller: Hi.,15,['Hi'],['S'],['1'],['I'],"[('Hi', 'S', '1', 'I')]",[],1,0
142,Monica Geller: Hi.,Ross Geller: So how'd it go?,#ALL#: Mmm.,15,['Mmm'],['G'],['1'],['I'],"[('Mmm', 'G', '1', 'I')]",[],1,0
143,#ALL#: Mmm.,"Monica Geller: Oh, y'know..",Ross Geller: So how'd it go?,15,[],[],[],[],[],[],0,0
144,Ross Geller: So how'd it go?,Phoebe Buffay: Did he mention us?,"Monica Geller: Oh, y'know..",15,[],[],[],[],[],[],0,0
145,"Monica Geller: Oh, y'know..",Monica Geller: He said he's really gonna miss you guys.,Phoebe Buffay: Did he mention us?,15,[],[],[],[],[],[],0,0
146,Phoebe Buffay: Did he mention us?,"Ross Geller: You had a rough day, huh.. c'mere.",Monica Geller: He said he's really gonna miss you guys.,15,[],[],[],[],[],[],0,0
147,Monica Geller: He said he's really gonna miss you guys.,Chandler Bing: ...That's it. I'm getting cigarettes.,"Ross Geller: You had a rough day, huh.. c'mere.",15,"[""c'mere""]",['G'],['2'],['I'],"[(""c'mere"", 'G', '2', 'I')]","[(""c'mere"", 'G', '2', 'I')]",1,1
148,"Ross Geller: You had a rough day, huh.. c'mere.",#ALL#: No no no!,Chandler Bing: ...That's it. I'm getting cigarettes.,15,"['cigarettes', 'cigarettes']","['M', 'O']","['2', '1']","['T', 'I']","[('cigarettes', 'M', '2', 'T'), ('cigarettes', 'O', '1', 'I')]","[('cigarettes', 'M', '2', 'T')]",2,1
149,Chandler Bing: ...That's it. I'm getting cigarettes.,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",#ALL#: No no no!,15,['No no no'],['G'],['1'],['I'],"[('No no no', 'G', '1', 'I')]",[],1,0
150,#ALL#: No no no!,Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",15,"['cigarette', 'smoke']","['M', 'G']","['2', '2']","['T', 'I']","[('cigarette', 'M', '2', 'T'), ('smoke', 'G', '2', 'I')]","[('cigarette', 'M', '2', 'T'), ('smoke', 'G', '2', 'I')]",2,2
151,"Chandler Bing: I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!","Chandler Bing: Yeah, alright.",Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,15,[],[],[],[],[],[],0,0
152,Phoebe Buffay: If you never smoke again I'll give you seven thousand dollars!,,"Chandler Bing: Yeah, alright.",15,"['yeah, alright']",['F'],['1'],['I'],"[('yeah, alright', 'F', '1', 'I')]",[],1,0
